Date,lat,lon
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.182,-2.102
2018-01-03-07,49.196,-2.082
2018-01-03-07,49.194,-2.082
2018-01-03-07,49.220,-2.094
2018-01-03-07,49.220,-2.094
2018-01-03-07,49.220,-2.094
2018-01-03-07,49.220,-2.094
2018-01-03-07,49.193,-2.100
2018-01-03-07,49.199,-2.148
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.231,-2.154
2018-01-03-07,49.231,-2.154
2018-01-03-07,49.183,-2.179
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.183,-2.102
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.184,-2.220
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.192,-2.104
2018-01-03-07,49.192,-2.103
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.213,-2.141
2018-01-03-07,49.227,-2.149
2018-01-03-07,49.227,-2.149
2018-01-03-07,49.227,-2.149
2018-01-03-07,49.196,-2.128
2018-01-03-07,49.196,-2.128
2018-01-03-07,49.185,-2.217
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.194,-2.127
2018-01-03-07,49.169,-2.084
2018-01-03-07,49.193,-2.104
2018-01-03-07,49.193,-2.035
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.181,-2.087
2018-01-03-07,49.181,-2.087
2018-01-03-07,49.181,-2.087
2018-01-03-07,49.181,-2.087
2018-01-03-07,49.213,-2.141
2018-01-03-07,49.213,-2.141
2018-01-03-07,49.244,-2.093
2018-01-03-07,49.244,-2.093
2018-01-03-07,49.244,-2.093
2018-01-03-07,49.244,-2.134
2018-01-03-07,49.244,-2.134
2018-01-03-07,49.227,-2.145
2018-01-03-07,49.227,-2.145
2018-01-03-07,49.227,-2.145
2018-01-03-07,49.196,-2.128
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.170,-2.083
2018-01-03-07,49.195,-2.106
2018-01-03-07,49.169,-2.055
2018-01-03-07,49.169,-2.052
2018-01-03-07,49.188,-2.098
2018-01-03-07,49.188,-2.098
2018-01-03-07,49.188,-2.098
2018-01-03-07,49.188,-2.098
2018-01-03-07,49.188,-2.098
2018-01-03-07,49.182,-2.096
2018-01-03-07,49.206,-2.097
2018-01-03-07,49.206,-2.097
2018-01-03-07,49.206,-2.097
2018-01-03-07,49.207,-2.142
2018-01-03-07,49.207,-2.142
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.169,-2.081
2018-01-03-07,49.169,-2.081
2018-01-03-07,49.169,-2.081
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.174,-2.089
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.179,-2.092
2018-01-03-07,49.187,-2.111
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.227,-2.147
2018-01-03-07,49.195,-2.160
2018-01-03-07,49.217,-2.050
2018-01-03-07,49.217,-2.050
2018-01-03-07,49.217,-2.050
2018-01-03-07,49.189,-2.197
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.198,-2.109
2018-01-03-07,49.198,-2.109
2018-01-03-07,49.198,-2.109
2018-01-03-07,49.198,-2.109
2018-01-03-07,49.176,-2.092
2018-01-03-07,49.182,-2.038
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.179,-2.098
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.227,-2.146
2018-01-03-07,49.235,-2.091
2018-01-03-07,49.222,-2.142
2018-01-03-07,49.192,-2.124
2018-01-03-07,49.215,-2.044
2018-01-03-07,49.215,-2.044
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.191,-2.099
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.191,-2.121
2018-01-03-07,49.167,-2.061
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.178,-2.035
2018-01-03-07,49.178,-2.035
2018-01-03-07,49.201,-2.091
2018-01-03-07,49.213,-2.141
2018-01-03-07,49.245,-2.200
2018-01-03-07,49.184,-2.180
2018-01-03-07,49.184,-2.180
2018-01-03-07,49.205,-2.194
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.167,-2.079
2018-01-03-07,49.194,-2.090
2018-01-03-07,49.199,-2.021
2018-01-03-07,49.199,-2.021
2018-01-03-07,49.202,-2.042
2018-01-03-07,49.202,-2.042
2018-01-03-07,49.237,-2.054
2018-01-03-07,49.240,-2.104
2018-01-03-07,49.240,-2.104
2018-01-03-07,49.240,-2.104
2018-01-03-07,49.218,-2.140
2018-01-03-07,49.207,-2.142
2018-01-03-07,49.203,-2.115
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.207,-2.142
2018-01-03-07,49.207,-2.142
2018-01-03-07,49.195,-2.033
2018-01-03-07,49.195,-2.033
2018-01-03-07,49.172,-2.031
2018-01-03-07,49.209,-2.153
2018-01-03-07,49.185,-2.195
2018-01-03-07,49.184,-2.193
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.168,-2.080
2018-01-03-07,49.202,-2.046
2018-01-03-07,49.202,-2.046
2018-01-03-07,49.235,-2.045
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.204,-2.140
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.169,-2.029
2018-01-03-07,49.209,-2.153
2018-01-03-07,49.209,-2.153
2018-01-03-07,49.209,-2.153
2018-01-03-07,49.209,-2.153
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.184,-2.193
2018-01-03-07,49.184,-2.188
2018-01-03-07,49.188,-2.175
2018-01-03-07,49.191,-2.121
2018-01-03-07,49.191,-2.121
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.199,-2.021
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.196,-2.089
2018-01-03-07,49.196,-2.089
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.204,-2.154
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.202,-2.045
2018-01-03-07,49.201,-2.196
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.165,-2.035
2018-01-03-07,49.190,-2.087
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.195,-2.090
2018-01-03-07,49.196,-2.089
2018-01-03-07,49.205,-2.098
2018-01-03-07,49.220,-2.114
2018-01-03-07,49.220,-2.114
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.202,-2.053
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.187,-2.169
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.187,-2.169
2018-01-03-07,49.187,-2.169
2018-01-03-07,49.187,-2.169
2018-01-03-07,49.187,-2.169
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.198,-2.197
2018-01-03-07,49.169,-2.084
2018-01-03-07,49.169,-2.084
2018-01-03-07,49.173,-2.088
2018-01-03-07,49.166,-2.039
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.214,-2.113
2018-01-03-07,49.214,-2.113
2018-01-03-07,49.193,-2.115
2018-01-03-07,49.176,-2.041
2018-01-03-07,49.176,-2.041
2018-01-03-07,49.166,-2.039
2018-01-03-07,49.222,-2.192
2018-01-03-07,49.194,-2.198
2018-01-03-07,49.194,-2.198
2018-01-03-07,49.194,-2.198
2018-01-03-07,49.194,-2.198
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.176,-2.092
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.229,-2.044
2018-01-03-07,49.244,-2.134
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.199,-2.099
2018-01-03-07,49.196,-2.113
2018-01-03-07,49.196,-2.113
2018-01-03-07,49.196,-2.113
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.181,-2.220
2018-01-03-07,49.181,-2.220
2018-01-03-07,49.172,-2.173
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.196,-2.133
2018-01-03-07,49.196,-2.113
2018-01-03-07,49.197,-2.028
2018-01-03-07,49.169,-2.052
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.199,-2.021
2018-01-03-07,49.197,-2.028
2018-01-03-07,49.197,-2.028
2018-01-03-07,49.182,-2.098
2018-01-03-07,49.229,-2.044
2018-01-03-07,49.245,-2.138
2018-01-03-07,49.245,-2.138
2018-01-03-07,49.245,-2.138
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.196,-2.113
2018-01-03-07,49.173,-2.049
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.164,-2.079
2018-01-03-07,49.164,-2.079
2018-01-03-07,49.214,-2.183
2018-01-03-07,49.214,-2.183
2018-01-03-07,49.214,-2.183
2018-01-03-07,49.181,-2.220
2018-01-03-07,49.204,-2.064
2018-01-03-07,49.204,-2.064
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.191,-2.199
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.199,-2.021
2018-01-03-07,49.169,-2.055
2018-01-03-07,49.169,-2.055
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.191,-2.102
2018-01-03-07,49.242,-2.117
2018-01-03-07,49.247,-2.110
2018-01-03-07,49.247,-2.110
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.198,-2.113
2018-01-03-07,49.173,-2.054
2018-01-03-07,49.173,-2.054
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.214,-2.183
2018-01-03-07,49.177,-2.173
2018-01-03-07,49.177,-2.173
2018-01-03-07,49.194,-2.164
2018-01-03-07,49.194,-2.164
2018-01-03-07,49.174,-2.089
2018-01-03-07,49.178,-2.035
2018-01-03-07,49.178,-2.035
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.220,-2.048
2018-01-03-07,49.243,-2.222
2018-01-03-07,49.243,-2.222
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.189,-2.197
2018-01-03-07,49.189,-2.197
2018-01-03-07,49.176,-2.087
2018-01-03-07,49.193,-2.035
2018-01-03-07,49.193,-2.035
2018-01-03-07,49.193,-2.035
2018-01-03-07,49.193,-2.035
2018-01-03-07,49.190,-2.038
2018-01-03-07,49.241,-2.154
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.198,-2.114
2018-01-03-07,49.171,-2.065
2018-01-03-07,49.171,-2.065
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.184,-2.180
2018-01-03-07,49.177,-2.089
2018-01-03-07,49.166,-2.069
2018-01-03-07,49.190,-2.038
2018-01-03-07,49.194,-2.082
2018-01-03-07,49.217,-2.050
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.171,-2.067
2018-01-03-07,49.171,-2.067
2018-01-03-07,49.171,-2.067
2018-01-03-07,49.204,-2.071
2018-01-03-07,49.204,-2.071
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.184,-2.181
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.163,-2.075
2018-01-03-07,49.237,-2.093
2018-01-03-07,49.196,-2.153
2018-01-03-07,49.245,-2.142
2018-01-03-07,49.245,-2.142
2018-01-03-07,49.174,-2.089
2018-01-03-07,49.244,-2.226
2018-01-03-07,49.205,-2.181
2018-01-03-07,49.205,-2.181
2018-01-03-07,49.205,-2.181
2018-01-03-07,49.188,-2.175
2018-01-03-07,49.203,-2.073
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.182,-2.037
2018-01-03-07,49.182,-2.037
2018-01-03-07,49.164,-2.079
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.196,-2.031
2018-01-03-07,49.165,-2.031
2018-01-03-07,49.165,-2.031
2018-01-03-07,49.210,-2.061
2018-01-03-07,49.210,-2.061
2018-01-03-07,49.210,-2.061
2018-01-03-07,49.172,-2.074
2018-01-03-07,49.205,-2.181
2018-01-03-07,49.184,-2.227
2018-01-03-07,49.187,-2.170
2018-01-03-07,49.187,-2.170
2018-01-03-07,49.199,-2.078
2018-01-03-07,49.199,-2.078
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.190,-2.038
2018-01-03-07,49.166,-2.037
2018-01-03-07,49.183,-2.049
2018-01-03-07,49.183,-2.049
2018-01-03-07,49.210,-2.061
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.233,-2.091
2018-01-03-07,49.233,-2.091
2018-01-03-07,49.233,-2.091
2018-01-03-07,49.233,-2.091
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.246,-2.139
2018-01-03-07,49.241,-2.155
2018-01-03-07,49.173,-2.079
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.201,-2.180
2018-01-03-07,49.201,-2.180
2018-01-03-07,49.201,-2.180
2018-01-03-07,49.201,-2.180
2018-01-03-07,49.184,-2.220
2018-01-03-07,49.187,-2.170
2018-01-03-07,49.187,-2.170
2018-01-03-07,49.198,-2.140
2018-01-03-07,49.198,-2.14
2018-01-03-07,49.198,-2.14
2018-01-03-07,49.198,-2.140
2018-01-03-07,49.198,-2.140
2018-01-03-07,49.198,-2.140
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.188,-2.175
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.179,-2.035
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.167,-2.082
2018-01-03-07,49.166,-2.039
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.209,-2.063
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.244,-2.134
2018-01-03-07,49.174,-2.083
2018-01-03-07,49.185,-2.217
2018-01-03-07,49.185,-2.217
2018-01-03-07,49.185,-2.217
2018-01-03-07,49.198,-2.14
2018-01-03-07,49.198,-2.14
2018-01-03-07,49.198,-2.139
2018-01-03-07,49.198,-2.139
2018-01-03-07,49.198,-2.139
2018-01-03-07,49.198,-2.139
2018-01-03-07,49.198,-2.081
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.198,-2.080
2018-01-03-07,49.196,-2.157
2018-01-03-07,49.187,-2.170
2018-01-03-07,49.178,-2.035
2018-01-03-07,49.167,-2.043
2018-01-03-07,49.186,-2.039
2018-01-03-07,49.181,-2.059
2018-01-03-07,49.181,-2.059
2018-01-03-07,49.181,-2.059
2018-01-03-07,49.181,-2.059
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.208,-2.066
2018-01-03-07,49.245,-2.134
2018-01-03-07,49.245,-2.134
2018-01-03-07,49.245,-2.134
2018-01-03-07,49.245,-2.134
2018-01-03-07,49.196,-2.177
2018-01-03-07,49.196,-2.177
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.197,-2.084
2018-01-03-07,49.197,-2.084
2018-01-03-07,49.197,-2.084
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.169,-2.084
2018-01-03-07,49.169,-2.048
2018-01-03-07,49.235,-2.172
2018-01-03-07,49.235,-2.172
2018-01-03-07,49.235,-2.172
2018-01-03-07,49.245,-2.129
2018-01-03-07,49.237,-2.168
2018-01-03-07,49.177,-2.089
2018-01-03-07,49.174,-2.088
2018-01-03-07,49.18,-2.103
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.187,-2.216
2018-01-03-07,49.198,-2.146
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.183,-2.110
2018-01-03-07,49.176,-2.041
2018-01-03-07,49.169,-2.052
2018-01-03-07,49.176,-2.031
2018-01-03-07,49.235,-2.170
2018-01-03-07,49.235,-2.170
2018-01-03-07,49.250,-2.240
2018-01-03-07,49.229,-2.073
2018-01-03-07,49.245,-2.125
2018-01-03-07,49.245,-2.125
2018-01-03-07,49.245,-2.125
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.253,-2.239
2018-01-03-07,49.188,-2.215
2018-01-03-07,49.188,-2.215
2018-01-03-07,49.195,-2.159
2018-01-03-07,49.204,-2.189
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.173,-2.049
2018-01-03-07,49.173,-2.089
2018-01-03-07,49.169,-2.055
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.182,-2.101
2018-01-03-07,49.235,-2.167
2018-01-03-07,49.235,-2.167
2018-01-03-07,49.253,-2.239
2018-01-03-07,49.238,-2.099
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.245,-2.125
2018-01-03-07,49.245,-2.125
2018-01-03-07,49.198,-2.135
2018-01-03-07,49.198,-2.135
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.236,-2.174
2018-01-03-07,49.189,-2.209
2018-01-03-07,49.189,-2.209
2018-01-03-07,49.189,-2.209
2018-01-03-07,49.229,-2.073
2018-01-03-07,49.229,-2.073
2018-01-03-07,49.229,-2.073
2018-01-03-07,49.198,-2.146
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.183,-2.109
2018-01-03-07,49.173,-2.054
2018-01-03-07,49.173,-2.054
2018-01-03-07,49.173,-2.054
2018-01-03-07,49.168,-2.029
2018-01-03-07,49.176,-2.092
2018-01-03-07,49.167,-2.061
2018-01-03-07,49.189,-2.039
2018-01-03-07,49.183,-2.077
2018-01-03-07,49.196,-2.082
2018-01-03-07,49.196,-2.082
2018-01-03-07,49.196,-2.082
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.232,-2.202
2018-01-03-07,49.227,-2.069
2018-01-03-07,49.195,-2.131
2018-01-03-07,49.189,-2.206
2018-01-03-07,49.189,-2.206
2018-01-03-08,49.198,-2.146
2018-01-03-08,49.198,-2.146
2018-01-03-08,49.198,-2.146
2018-01-03-08,49.173,-2.054
2018-01-03-08,49.173,-2.054
2018-01-03-08,49.173,-2.054
2018-01-03-08,49.176,-2.092
2018-01-03-08,49.176,-2.092
2018-01-03-08,49.167,-2.061
2018-01-03-08,49.183,-2.077
2018-01-03-08,49.183,-2.077
2018-01-03-08,49.194,-2.082
2018-01-03-08,49.194,-2.082
2018-01-03-08,49.182,-2.098
2018-01-03-08,49.232,-2.202
2018-01-03-08,49.232,-2.202
2018-01-03-08,49.232,-2.202
2018-01-03-08,49.232,-2.202
2018-01-03-08,49.232,-2.202
2018-01-03-08,49.251,-2.226
2018-01-03-08,49.251,-2.226
2018-01-03-08,49.251,-2.226
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.251,-2.225
2018-01-03-08,49.190,-2.202
2018-01-03-08,49.190,-2.202
2018-01-03-08,49.177,-2.096
2018-01-03-08,49.182,-2.079
2018-01-03-08,49.182,-2.079
2018-01-03-08,49.250,-2.168
2018-01-03-08,49.235,-2.085
2018-01-03-08,49.235,-2.085
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.235,-2.172
2018-01-03-08,49.205,-2.194
2018-01-03-08,49.184,-2.107
2018-01-03-08,49.171,-2.065
2018-01-03-08,49.171,-2.065
2018-01-03-08,49.171,-2.065
2018-01-03-08,49.166,-2.039
2018-01-03-08,49.163,-2.075
2018-01-03-08,49.163,-2.075
2018-01-03-08,49.163,-2.075
2018-01-03-08,49.179,-2.082
2018-01-03-08,49.179,-2.082
2018-01-03-08,49.179,-2.082
2018-01-03-08,49.179,-2.082
2018-01-03-08,49.227,-2.149
2018-01-03-08,49.250,-2.168
2018-01-03-08,49.250,-2.168
2018-01-03-08,49.235,-2.085
2018-01-03-08,49.219,-2.053
2018-01-03-08,49.219,-2.053
2018-01-03-08,49.194,-2.127
2018-01-03-08,49.194,-2.127
2018-01-03-08,49.195,-2.131
2018-01-03-08,49.195,-2.131
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.235,-2.170
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.191,-2.199
2018-01-03-08,49.170,-2.083
2018-01-03-08,49.170,-2.068
2018-01-03-08,49.163,-2.075
2018-01-03-08,49.163,-2.075
2018-01-03-08,49.199,-2.021
2018-01-03-08,49.186,-2.039
2018-01-03-08,49.186,-2.039
2018-01-03-08,49.186,-2.039
2018-01-03-08,49.169,-2.052
2018-01-03-08,49.231,-2.214
2018-01-03-08,49.232,-2.089
2018-01-03-08,49.232,-2.089
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.198,-2.135
2018-01-03-08,49.235,-2.167
2018-01-03-08,49.235,-2.167
2018-01-03-08,49.244,-2.212
2018-01-03-08,49.169,-2.081
2018-01-03-08,49.169,-2.081
2018-01-03-08,49.169,-2.081
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.169,-2.055
2018-01-03-08,49.186,-2.039
2018-01-03-08,49.164,-2.079
2018-01-03-08,49.177,-2.087
2018-01-03-08,49.177,-2.087
2018-01-03-08,49.227,-2.209
2018-01-03-08,49.227,-2.209
2018-01-03-08,49.227,-2.145
2018-01-03-08,49.227,-2.145
2018-01-03-08,49.232,-2.089
2018-01-03-08,49.232,-2.089
2018-01-03-08,49.232,-2.089
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.187,-2.116
2018-01-03-08,49.187,-2.116
2018-01-03-08,49.168,-2.080
2018-01-03-08,49.168,-2.080
2018-01-03-08,49.168,-2.080
2018-01-03-08,49.187,-2.110
2018-01-03-08,49.187,-2.110
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.172,-2.074
2018-01-03-08,49.167,-2.082
2018-01-03-08,49.167,-2.082
2018-01-03-08,49.167,-2.082
2018-01-03-08,49.181,-2.087
2018-01-03-08,49.181,-2.087
2018-01-03-08,49.240,-2.164
2018-01-03-08,49.209,-2.063
2018-01-03-08,49.220,-2.114
2018-01-03-08,49.220,-2.114
2018-01-03-08,49.220,-2.114
2018-01-03-08,49.194,-2.127
2018-01-03-08,49.194,-2.127
2018-01-03-08,49.194,-2.127
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.194,-2.198
2018-01-03-08,49.201,-2.196
2018-01-03-08,49.201,-2.196
2018-01-03-08,49.167,-2.079
2018-01-03-08,49.167,-2.079
2018-01-03-08,49.167,-2.079
2018-01-03-08,49.168,-2.079
